Date	Open	High	Low	Close	Adj Close	Volume
2017-08-11	90100.0	91500.0	89100.0	91100.0	91100.0	888162
2017-08-14	92800.0	95300.0	92200.0	94800.0	94800.0	695261
2017-08-16	96500.0	97300.0	95000.0	95600.0	95600.0	747342
2017-08-17	95700.0	97000.0	95100.0	96100.0	96100.0	498189
2017-08-18	94500.0	97000.0	93600.0	96800.0	96800.0	579051
2017-08-21	96800.0	101000.0	96700.0	98700.0	98700.0	837282
2017-08-22	100000.0	101000.0	98700.0	99100.0	99100.0	564678
2017-08-23	100500.0	100500.0	97300.0	97700.0	97700.0	747693
2017-08-24	97900.0	99900.0	97200.0	98400.0	98400.0	729506
2017-08-25	99000.0	99300.0	96800.0	98000.0	98000.0	569039
2017-08-28	98600.0	99700.0	97500.0	98300.0	98300.0	415055
2017-08-29	97800.0	98200.0	95900.0	97200.0	97200.0	636513
2017-08-30	98000.0	99900.0	97500.0	99900.0	99900.0	705687
2017-08-31	101000.0	102500.0	100000.0	101000.0	101000.0	778017
2017-09-01	102000.0	102500.0	99000.0	100000.0	100000.0	645189
2017-09-04	96000.0	98800.0	96000.0	97300.0	97300.0	745705
2017-09-05	98200.0	99100.0	96400.0	99100.0	99100.0	619962
2017-09-06	98800.0	100500.0	98300.0	100500.0	100500.0	523871
2017-09-07	101000.0	102000.0	100000.0	101000.0	101000.0	594225
2017-09-08	102000.0	104000.0	101500.0	104000.0	104000.0	1099494
2017-09-11	106000.0	109000.0	105500.0	109000.0	109000.0	1348094
2017-09-12	110000.0	110000.0	107000.0	109500.0	109500.0	720070
2017-09-13	109000.0	111000.0	107500.0	108500.0	108500.0	817277
2017-09-14	109000.0	110000.0	107500.0	108000.0	108000.0	694108
2017-09-15	107000.0	112000.0	107000.0	112000.0	112000.0	1008166
2017-09-18	113000.0	114500.0	110000.0	110500.0	110500.0	1027445
2017-09-19	110500.0	111000.0	108000.0	109000.0	109000.0	648841
2017-09-20	109500.0	111000.0	108000.0	109000.0	109000.0	665160
2017-09-21	109500.0	109500.0	104000.0	105500.0	105500.0	1009950
2017-09-25	102500.0	105500.0	101500.0	103500.0	103500.0	732786
2017-09-26	103500.0	103500.0	103500.0	103500.0	103500.0	0
2017-09-27	102500.0	103500.0	100000.0	102500.0	102500.0	505583
2017-09-28	103000.0	104000.0	100000.0	101000.0	101000.0	606027
2017-09-29	101000.0	102000.0	99200.0	102000.0	102000.0	749117
2017-10-10	103500.0	107500.0	102500.0	107000.0	107000.0	908194
2017-10-11	107500.0	109000.0	104500.0	105000.0	105000.0	825625
2017-10-12	105000.0	106000.0	101500.0	102500.0	102500.0	974908
2017-10-13	102000.0	102500.0	99700.0	99800.0	99800.0	1287527
2017-10-16	100000.0	101000.0	95200.0	96300.0	96300.0	1349042
2017-10-17	97900.0	99500.0	97900.0	99300.0	99300.0	654346
2017-10-18	99200.0	99400.0	95800.0	96100.0	96100.0	779305
2017-10-19	95800.0	98200.0	95200.0	95800.0	95800.0	779355
2017-10-20	96000.0	99300.0	96000.0	99300.0	99300.0	669218
2017-10-23	100000.0	101000.0	98500.0	100500.0	100500.0	530230
2017-10-24	99800.0	99900.0	97500.0	97500.0	97500.0	534149
2017-10-25	98200.0	98400.0	96700.0	97200.0	97200.0	390236
2017-10-26	97200.0	99500.0	96700.0	96800.0	96800.0	595747
2017-10-27	97200.0	97500.0	96300.0	97200.0	97200.0	371313
2017-10-30	99000.0	103000.0	97700.0	103000.0	103000.0	1490876
2017-10-31	104500.0	105000.0	102500.0	104000.0	104000.0	931524
2017-11-01	104500.0	106000.0	103500.0	105000.0	105000.0	786437
2017-11-02	105000.0	105000.0	101000.0	101500.0	101500.0	585369
2017-11-03	103000.0	103500.0	100500.0	102500.0	102500.0	387200
2017-11-06	101500.0	102000.0	99500.0	100000.0	100000.0	580649
2017-11-07	100000.0	104000.0	98800.0	104000.0	104000.0	865030
2017-11-08	104000.0	105000.0	103000.0	105000.0	105000.0	530563
2017-11-09	105500.0	105500.0	103000.0	103500.0	103500.0	566908
2017-11-10	102500.0	104500.0	102000.0	104500.0	104500.0	451315
2017-11-13	103500.0	104000.0	100000.0	100000.0	100000.0	751762
2017-11-14	99600.0	101000.0	98600.0	100000.0	100000.0	593942
2017-11-15	100500.0	100500.0	98800.0	100500.0	100500.0	454300
2017-11-16	100500.0	105000.0	99800.0	104500.0	104500.0	1050911
2017-11-17	107500.0	110000.0	106500.0	109000.0	109000.0	2119111
2017-11-20	110500.0	111000.0	106500.0	108000.0	108000.0	839934
2017-11-21	108500.0	109500.0	107000.0	108500.0	108500.0	774120
2017-11-22	109500.0	110000.0	107000.0	109500.0	109500.0	912181
2017-11-23	109000.0	109500.0	107000.0	108000.0	108000.0	584419
2017-11-24	107500.0	108000.0	105500.0	107000.0	107000.0	524087
2017-11-27	107500.0	108500.0	102000.0	103000.0	103000.0	954687
2017-11-28	102500.0	104500.0	100000.0	102500.0	102500.0	768468
2017-11-29	102500.0	104000.0	102000.0	103000.0	103000.0	314177
2017-11-30	100000.0	102000.0	99500.0	100000.0	100000.0	777687
2017-12-01	100500.0	103000.0	99700.0	102500.0	102500.0	489120
2017-12-04	102500.0	103000.0	99000.0	100500.0	100500.0	826989
2017-12-05	100000.0	101000.0	98600.0	100000.0	100000.0	415913
2017-12-06	100000.0	101000.0	97500.0	97500.0	97500.0	996778
2017-12-07	97500.0	99500.0	97400.0	99000.0	99000.0	505920
2017-12-08	99400.0	101000.0	99300.0	99600.0	99600.0	423096
2017-12-11	101500.0	101500.0	99500.0	100500.0	100500.0	301089
2017-12-12	100500.0	100500.0	98400.0	98800.0	98800.0	447408
2017-12-13	99200.0	100500.0	98500.0	99600.0	99600.0	314098
2017-12-14	100000.0	101500.0	98000.0	98000.0	98000.0	745321
2017-12-15	99700.0	101500.0	99600.0	100500.0	100500.0	545369
2017-12-18	101500.0	101500.0	99400.0	99500.0	99500.0	443166
2017-12-19	101000.0	103500.0	100500.0	102000.0	102000.0	965455
2017-12-21	102500.0	103000.0	98500.0	98700.0	98700.0	899665
2017-12-22	98900.0	100500.0	97000.0	99800.0	99800.0	543559
2017-12-26	100000.0	100000.0	96700.0	96700.0	96700.0	982523
2017-12-27	97000.0	99100.0	96900.0	98500.0	98500.0	490596
2017-12-28	98400.0	100000.0	96900.0	100000.0	100000.0	568856
2018-01-02	100000.0	101500.0	99500.0	101000.0	101000.0	450651
2018-01-03	101500.0	102000.0	99700.0	100000.0	100000.0	424305
2018-01-04	101000.0	101000.0	98700.0	98800.0	98800.0	407340
2018-01-05	99900.0	107000.0	99400.0	107000.0	107000.0	2045463
2018-01-08	108000.0	109500.0	106000.0	108500.0	108500.0	1202536
2018-01-09	109000.0	109500.0	105500.0	107000.0	107000.0	719512
2018-01-10	107500.0	108000.0	101000.0	103000.0	103000.0	1102888
2018-01-11	103000.0	105000.0	101500.0	105000.0	105000.0	569806
2018-01-12	105000.0	106000.0	102500.0	104500.0	104500.0	749325
2018-01-15	105000.0	106000.0	103000.0	104500.0	104500.0	451938
2018-01-16	104500.0	107000.0	102500.0	107000.0	107000.0	783683
2018-01-17	107500.0	107500.0	104500.0	105000.0	105000.0	548328
2018-01-18	106000.0	109000.0	103500.0	103500.0	103500.0	880014
2018-01-19	104000.0	107000.0	100500.0	101500.0	101500.0	1096995
2018-01-22	101000.0	101500.0	98600.0	98800.0	98800.0	1056405
2018-01-23	99700.0	101000.0	98800.0	100500.0	100500.0	686888
2018-01-24	100000.0	101000.0	99600.0	100500.0	100500.0	365150
2018-01-25	101000.0	104000.0	101000.0	103000.0	103000.0	760927
2018-01-26	104000.0	105500.0	103000.0	104500.0	104500.0	596747
2018-01-29	105000.0	109500.0	104000.0	108500.0	108500.0	1503200
2018-01-30	109000.0	109500.0	105500.0	105500.0	105500.0	911392
2018-01-31	105000.0	108500.0	104500.0	106500.0	106500.0	1351625
2018-02-01	107500.0	108500.0	102000.0	103000.0	103000.0	1289387
2018-02-02	102500.0	103000.0	100000.0	101000.0	101000.0	967324
2018-02-05	98000.0	99500.0	97500.0	99200.0	99200.0	908776
2018-02-06	95400.0	97900.0	94800.0	97200.0	97200.0	996205
2018-02-07	99400.0	99500.0	94700.0	94900.0	94900.0	794658
2018-02-08	94300.0	96500.0	94300.0	95500.0	95500.0	582009
2018-02-09	92500.0	93700.0	92100.0	92300.0	92300.0	603433
2018-02-12	93100.0	96600.0	93100.0	95800.0	95800.0	548966
2018-02-13	97200.0	97400.0	94300.0	94700.0	94700.0	509521
2018-02-14	95800.0	97300.0	95500.0	97300.0	97300.0	401147
2018-02-19	98500.0	98800.0	96900.0	98100.0	98100.0	476791
2018-02-20	98300.0	98700.0	95500.0	95900.0	95900.0	494375
2018-02-21	96000.0	96400.0	94800.0	96100.0	96100.0	420658
2018-02-22	96100.0	97200.0	95600.0	95900.0	95900.0	476378
2018-02-23	96100.0	97500.0	96100.0	97100.0	97100.0	388361
2018-02-26	98300.0	98400.0	95000.0	95400.0	95400.0	602031
2018-02-27	96300.0	96500.0	94500.0	94700.0	94700.0	469458
2018-02-28	94300.0	95300.0	92200.0	92600.0	92600.0	811455
2018-03-02	91100.0	91800.0	90100.0	91000.0	91000.0	645289
2018-03-05	90600.0	91100.0	88900.0	89000.0	89000.0	745131
2018-03-06	90400.0	92500.0	90200.0	92100.0	92100.0	577360
2018-03-07	92400.0	93500.0	90300.0	91600.0	91600.0	621541
2018-03-08	93000.0	93100.0	91000.0	92400.0	92400.0	592541
2018-03-09	92400.0	96200.0	92200.0	95800.0	95800.0	933502
2018-03-12	98300.0	98300.0	95800.0	96300.0	96300.0	857594
2018-03-13	96300.0	96400.0	94100.0	94700.0	94700.0	718429
2018-03-14	95100.0	96900.0	94900.0	96600.0	96600.0	619066
2018-03-15	96300.0	97000.0	95400.0	96800.0	96800.0	330118
2018-03-16	97200.0	97500.0	95700.0	97500.0	97500.0	493469
2018-03-19	98100.0	100500.0	97900.0	99200.0	99200.0	1027422
2018-03-20	99700.0	100500.0	98200.0	100500.0	100500.0	711504
2018-03-21	101500.0	102000.0	100000.0	101000.0	101000.0	529636
2018-03-22	101000.0	104000.0	100000.0	103500.0	103500.0	981309
2018-03-23	100000.0	104500.0	99700.0	101000.0	101000.0	1273666
2018-03-26	101500.0	104500.0	100000.0	104500.0	104500.0	1053061
2018-03-27	107000.0	108500.0	106000.0	107500.0	107500.0	1297754
2018-03-28	106500.0	107500.0	104000.0	104500.0	104500.0	829183
2018-03-29	105000.0	107000.0	104500.0	107000.0	107000.0	610215
2018-03-30	108000.0	108000.0	105500.0	105500.0	105500.0	469977
2018-04-02	105500.0	106000.0	102000.0	103000.0	103000.0	537532
2018-04-03	101000.0	107000.0	101000.0	106500.0	106500.0	756439
2018-04-04	107500.0	108000.0	102500.0	103000.0	103000.0	770801
2018-04-05	104500.0	106000.0	103500.0	105500.0	105500.0	395149
2018-04-06	104500.0	107000.0	104000.0	106000.0	106000.0	453281
2018-04-09	105000.0	107000.0	104500.0	106000.0	106000.0	347661
2018-04-10	106500.0	109000.0	105500.0	109000.0	109000.0	1156433
2018-04-11	109000.0	109500.0	107500.0	108000.0	108000.0	683675
2018-04-12	109500.0	116000.0	108000.0	115500.0	115500.0	2888785
2018-04-13	118500.0	120500.0	116500.0	118500.0	118500.0	1841133
2018-04-16	119500.0	126000.0	118000.0	126000.0	126000.0	1931596
2018-04-17	126000.0	129000.0	124500.0	128000.0	128000.0	1487326
2018-04-18	127000.0	128500.0	124000.0	128000.0	128000.0	1183504
2018-04-19	128000.0	129500.0	123500.0	124000.0	124000.0	814517
2018-04-20	123000.0	127500.0	121500.0	122000.0	122000.0	999005
2018-04-23	123500.0	125500.0	122000.0	123500.0	123500.0	616783
2018-04-24	123500.0	124000.0	116500.0	117000.0	117000.0	1365265
2018-04-25	115500.0	119000.0	114000.0	117500.0	117500.0	1098724
2018-04-26	118000.0	123000.0	116000.0	118500.0	118500.0	1451854
2018-04-27	122000.0	123500.0	119000.0	121500.0	121500.0	895252
2018-04-30	122500.0	123500.0	117000.0	118500.0	118500.0	783512
2018-05-02	118500.0	120500.0	116000.0	117000.0	117000.0	717939
2018-05-03	117500.0	118000.0	109000.0	110500.0	110500.0	2001664
2018-05-04	111500.0	116500.0	111000.0	115000.0	115000.0	1046778
2018-05-08	116500.0	120000.0	116000.0	116000.0	116000.0	747531
2018-05-09	117500.0	123000.0	117000.0	121500.0	121500.0	1287493
2018-05-10	122500.0	124000.0	120500.0	123000.0	123000.0	749772
2018-05-11	124000.0	124000.0	121000.0	124000.0	124000.0	487366
2018-05-14	123500.0	125500.0	119500.0	125000.0	125000.0	750408
2018-05-15	126500.0	127000.0	124500.0	125500.0	125500.0	572997
2018-05-16	124000.0	125500.0	121000.0	123500.0	123500.0	497901
2018-05-17	124000.0	125500.0	117500.0	118500.0	118500.0	1036518
2018-05-18	120500.0	122500.0	119000.0	120000.0	120000.0	580941
2018-05-21	121500.0	125500.0	119000.0	125500.0	125500.0	892586
2018-05-23	126500.0	129000.0	126000.0	128000.0	128000.0	817172
2018-05-24	129000.0	130000.0	127000.0	129000.0	129000.0	439665
2018-05-25	128000.0	130000.0	127000.0	130000.0	130000.0	705159
2018-05-28	130500.0	130500.0	126500.0	130000.0	130000.0	468126
2018-05-29	129500.0	132000.0	128000.0	129000.0	129000.0	366984
2018-05-30	127500.0	129000.0	125000.0	127500.0	127500.0	713957
2018-05-31	129500.0	134000.0	128500.0	134000.0	134000.0	1310135
2018-06-01	134000.0	139500.0	134000.0	138500.0	138500.0	1083841
2018-06-04	140000.0	141000.0	137500.0	140500.0	140500.0	620404
2018-06-05	141000.0	141000.0	138000.0	139000.0	139000.0	401539
2018-06-07	143000.0	145000.0	142000.0	145000.0	145000.0	819096
2018-06-08	146000.0	146500.0	143500.0	146000.0	146000.0	634296
2018-06-11	145000.0	147000.0	143000.0	145500.0	145500.0	454893
2018-06-12	146000.0	149000.0	143000.0	145000.0	145000.0	534440
2018-06-14	145500.0	149000.0	143500.0	146000.0	146000.0	596822
2018-06-15	148000.0	148500.0	139500.0	146500.0	146500.0	884175
2018-06-18	146500.0	148000.0	139500.0	142000.0	142000.0	640980
2018-06-19	142500.0	146000.0	141500.0	142000.0	142000.0	562581
2018-06-20	145000.0	153000.0	143000.0	152000.0	152000.0	1186214
2018-06-21	155500.0	158000.0	153500.0	154500.0	154500.0	1107114
2018-06-22	153500.0	156000.0	148500.0	151000.0	151000.0	866945
2018-06-25	152500.0	153500.0	148500.0	153500.0	153500.0	637697
2018-06-26	151000.0	151000.0	145500.0	148000.0	148000.0	1349560
2018-06-27	147500.0	153000.0	147000.0	149000.0	149000.0	642899
2018-06-28	149500.0	152000.0	147000.0	149500.0	149500.0	404532
2018-06-29	150000.0	151000.0	145000.0	148500.0	148500.0	540056
2018-07-02	149000.0	150500.0	147500.0	148500.0	148500.0	521237
2018-07-03	151000.0	154500.0	147000.0	151500.0	151500.0	781246
2018-07-04	150000.0	151000.0	141500.0	142500.0	142500.0	1033259
2018-07-05	140500.0	146000.0	138500.0	143000.0	143000.0	804403
2018-07-06	145000.0	151000.0	143500.0	148500.0	148500.0	839959
2018-07-09	153000.0	158000.0	152000.0	155000.0	155000.0	897046
2018-07-10	156500.0	157500.0	152500.0	154500.0	154500.0	474999
2018-07-11	152000.0	156500.0	151500.0	155000.0	155000.0	489534
2018-07-12	156000.0	158000.0	154500.0	156000.0	156000.0	457369
2018-07-13	157000.0	164000.0	156500.0	162500.0	162500.0	996142
2018-07-16	164500.0	164500.0	158000.0	159000.0	159000.0	534169
2018-07-17	158000.0	160000.0	154500.0	156500.0	156500.0	488161
2018-07-18	157500.0	160000.0	152000.0	153500.0	153500.0	740398
2018-07-19	154500.0	157500.0	153000.0	154000.0	154000.0	589835
2018-07-20	153500.0	157500.0	147000.0	150500.0	150500.0	878089
2018-07-23	150500.0	152000.0	145000.0	148000.0	148000.0	738634
2018-07-24	147500.0	159500.0	147500.0	159000.0	159000.0	1060592
2018-07-25	159000.0	159500.0	153000.0	158500.0	158500.0	1008345
2018-07-26	162000.0	166000.0	158000.0	163000.0	163000.0	1011587
2018-07-27	162500.0	163500.0	160500.0	163000.0	163000.0	282079
2018-07-30	163500.0	164000.0	152500.0	153000.0	153000.0	1060421
2018-07-31	154500.0	156500.0	147000.0	153500.0	153500.0	1129745
2018-08-01	154500.0	156000.0	151000.0	155500.0	155500.0	516410
2018-08-02	156000.0	160500.0	153000.0	156500.0	156500.0	845586
2018-08-03	158500.0	159500.0	156000.0	158500.0	158500.0	439180
2018-08-06	159500.0	160000.0	150500.0	151500.0	151500.0	904004
2018-08-07	151500.0	154000.0	150000.0	153500.0	153500.0	559275
2018-08-08	155500.0	155500.0	149500.0	149500.0	149500.0	596365
2018-08-09	150000.0	153500.0	147000.0	148000.0	148000.0	931030
2018-08-10	148500.0	148500.0	138000.0	139500.0	139500.0	1964817
2018-08-13	137000.0	140000.0	133500.0	139000.0	139000.0	1308728
2018-08-14	140000.0	143500.0	137500.0	140000.0	140000.0	1047637
2018-08-16	137000.0	142000.0	135500.0	140500.0	140500.0	605238
2018-08-17	142000.0	143000.0	137000.0	137500.0	137500.0	629454
2018-08-20	137500.0	139000.0	133000.0	133500.0	133500.0	927227
2018-08-21	135000.0	144000.0	134500.0	143500.0	143500.0	1251586
2018-08-22	146000.0	148000.0	143500.0	146000.0	146000.0	793779
2018-08-23	147500.0	148000.0	143500.0	147500.0	147500.0	411030
2018-08-24	147000.0	154000.0	145500.0	152500.0	152500.0	707898
2018-08-27	153500.0	159500.0	152500.0	159000.0	159000.0	872233
2018-08-28	160000.0	160500.0	155000.0	155500.0	155500.0	698522
2018-08-29	158000.0	162500.0	156500.0	160500.0	160500.0	776381
2018-08-30	161500.0	164500.0	159000.0	161500.0	161500.0	565770
2018-08-31	160500.0	162500.0	157500.0	161000.0	161000.0	426252
2018-09-03	161500.0	163000.0	157000.0	158500.0	158500.0	582151
2018-09-04	158000.0	164000.0	158000.0	163000.0	163000.0	552977
2018-09-05	163500.0	164000.0	159000.0	159500.0	159500.0	445305
2018-09-06	160000.0	163000.0	158000.0	162000.0	162000.0	607370
2018-09-07	160500.0	161000.0	153500.0	156500.0	156500.0	931114
2018-09-10	155000.0	158500.0	151500.0	153000.0	153000.0	847051
2018-09-11	153500.0	154500.0	147000.0	153000.0	153000.0	1151449
2018-09-12	153500.0	155000.0	144000.0	146500.0	146500.0	1756437
2018-09-13	146000.0	149000.0	144500.0	145000.0	145000.0	1062975
2018-09-14	148000.0	152000.0	147500.0	152000.0	152000.0	873332
2018-09-17	153500.0	154000.0	149500.0	152000.0	152000.0	636250
2018-09-18	150500.0	155000.0	149000.0	151500.0	151500.0	610960
2018-09-19	153500.0	154000.0	147500.0	151000.0	151000.0	650384
2018-09-20	152000.0	152000.0	145000.0	146000.0	146000.0	1055119
2018-09-21	148500.0	148500.0	142500.0	145000.0	145000.0	988039
